,Asset_Name,timestamp,Close,Close_diff,%Change
9554,Monero,2018-02-04,252.35,14.030000000000001,5.887042631755612
9555,Monero,2018-02-05,216.5,-35.849999999999994,-14.206459282742223
9556,Monero,2018-02-06,178.025,-38.474999999999994,-17.77136258660508
9557,Monero,2018-02-07,209.4,31.375,17.623929223423684
9558,Monero,2018-02-08,207.07,-2.3300000000000125,-1.112702960840506
9559,Monero,2018-02-09,246.17,39.099999999999994,18.88250350123146
9560,Monero,2018-02-10,257.67,11.500000000000028,4.671568428321904
9561,Monero,2018-02-11,246.24,-11.430000000000007,-4.435906391896616
9562,Monero,2018-02-12,227.95,-18.29000000000002,-7.427712800519826
9563,Monero,2018-02-13,247.635,19.685000000000002,8.63566571616583
9564,Monero,2018-02-14,232.91,-14.724999999999994,-5.946251539564273
9565,Monero,2018-02-15,274.47,41.56000000000003,17.84380232707914
9566,Monero,2018-02-16,295.03,20.559999999999945,7.490800451779767
9567,Monero,2018-02-17,292.16,-2.8699999999999477,-0.9727824289055165
9568,Monero,2018-02-18,320.38,28.21999999999997,9.659090909090896
9569,Monero,2018-02-19,293.33,-27.05000000000001,-8.443098820151073
9570,Monero,2018-02-20,314.0,20.670000000000016,7.046670984897552
9571,Monero,2018-02-21,297.34,-16.660000000000025,-5.305732484076442
9572,Monero,2018-02-22,306.97,9.630000000000052,3.2387166207035856
9573,Monero,2018-02-23,272.64,-34.33000000000004,-11.18350327393558
9574,Monero,2018-02-24,277.19,4.550000000000011,1.6688673708920243
9575,Monero,2018-02-25,265.75,-11.439999999999998,-4.127133013456474
9576,Monero,2018-02-26,276.935,11.185000000000002,4.208842897460019
9577,Monero,2018-02-27,290.36,13.425000000000011,4.8477079459078976
9578,Monero,2018-02-28,299.22,8.860000000000014,3.0513844882215313
9579,Monero,2018-03-01,284.135,-15.085000000000036,-5.041441080141718
9580,Monero,2018-03-02,311.87,27.735000000000014,9.761205060974532
9581,Monero,2018-03-03,343.36,31.49000000000001,10.097155866226327
9582,Monero,2018-03-04,349.0,5.639999999999986,1.6425908667287992
9583,Monero,2018-03-05,368.0,19.0,5.4441260744985565
9584,Monero,2018-03-06,366.24,-1.759999999999991,-0.47826086956521685
9585,Monero,2018-03-07,342.94,-23.30000000000001,-6.361948449104416
9586,Monero,2018-03-08,335.405,-7.535000000000025,-2.1971773488073776
9587,Monero,2018-03-09,275.12,-60.28499999999997,-17.97379287726777
9588,Monero,2018-03-10,285.63,10.509999999999991,3.8201512067461474
9589,Monero,2018-03-11,253.4,-32.22999999999999,-11.283828729475188
9590,Monero,2018-03-12,279.85,26.450000000000017,10.438042620363074
9591,Monero,2018-03-13,256.605,-23.245000000000005,-8.306235483294621
9592,Monero,2018-03-14,247.68,-8.925000000000011,-3.478108376687905
9593,Monero,2018-03-15,213.39,-34.29000000000002,-13.844476744186052
9594,Monero,2018-03-16,211.64,-1.75,-0.8200946623553085
9595,Monero,2018-03-17,213.805,2.1650000000000205,1.022963522963538
9596,Monero,2018-03-18,194.93,-18.875,-8.828137789106894
9597,Monero,2018-03-19,209.36,14.430000000000007,7.402657364182019
9598,Monero,2018-03-20,215.71,6.349999999999994,3.033053114252948
9599,Monero,2018-03-21,223.29,7.579999999999984,3.513977098882748
9600,Monero,2018-03-22,216.67,-6.6200000000000045,-2.964754355322674
9601,Monero,2018-03-23,210.91,-5.759999999999991,-2.6584206396824572
9602,Monero,2018-03-24,214.68,3.7700000000000102,1.787492295291826
9603,Monero,2018-03-25,206.09,-8.590000000000003,-4.001304266815731
9604,Monero,2018-03-26,210.66,4.569999999999993,2.217477800960732
9605,Monero,2018-03-27,195.47,-15.189999999999998,-7.210671223772902
9606,Monero,2018-03-28,186.35,-9.120000000000005,-4.665677597585304
9607,Monero,2018-03-29,198.68,12.330000000000013,6.616581701100088
9608,Monero,2018-03-30,174.81,-23.870000000000005,-12.014294342661568
9609,Monero,2018-03-31,172.4,-2.4099999999999966,-1.3786396659229982
9610,Monero,2018-04-01,178.09,5.689999999999998,3.300464037122963
9611,Monero,2018-04-02,174.54,-3.5500000000000114,-1.9933741366724766
9612,Monero,2018-04-03,176.33,1.7900000000000205,1.0255528818609028
9613,Monero,2018-04-04,188.52,12.189999999999998,6.913174162082458
9614,Monero,2018-04-05,168.92,-19.600000000000023,-10.39677487799704
9615,Monero,2018-04-06,171.9,2.980000000000018,1.7641487094482766
9616,Monero,2018-04-07,161.2,-10.700000000000017,-6.224549156486336
9617,Monero,2018-04-08,169.02,7.820000000000022,4.851116625310192
9618,Monero,2018-04-09,174.0,4.97999999999999,2.946396876109336
9619,Monero,2018-04-10,166.19,-7.810000000000002,-4.488505747126437
9620,Monero,2018-04-11,165.58,-0.6099999999999852,-0.36704976232022624
9621,Monero,2018-04-12,168.99,3.4099999999999966,2.059427467085384
9622,Monero,2018-04-13,193.11,24.120000000000005,14.27303390733179
9623,Monero,2018-04-14,189.07,-4.0400000000000205,-2.092071876132784
9624,Monero,2018-04-15,190.3,1.2300000000000182,0.6505527053472404
9625,Monero,2018-04-16,200.9,10.599999999999994,5.570152390961636
9626,Monero,2018-04-17,194.03,-6.8700000000000045,-3.419611747137885
9627,Monero,2018-04-18,195.05,1.0200000000000102,0.5256919033139296
9628,Monero,2018-04-19,228.61,33.56,17.205844655216616
9629,Monero,2018-04-20,237.71,9.099999999999994,3.9805782774156917
9630,Monero,2018-04-21,272.695,34.984999999999985,14.717512935930333
9631,Monero,2018-04-22,255.57,-17.125,-6.279909789325067
9632,Monero,2018-04-23,268.7,13.129999999999995,5.13753570450366
9633,Monero,2018-04-24,283.03,14.329999999999984,5.333085225158163
9634,Monero,2018-04-25,292.335,9.305000000000007,3.2876373529307834
9635,Monero,2018-04-26,256.305,-36.02999999999997,-12.324901226332797
9636,Monero,2018-04-27,267.5,11.194999999999993,4.367842999551308
9637,Monero,2018-04-28,250.775,-16.724999999999994,-6.252336448598128
9638,Monero,2018-04-29,260.89,10.11499999999998,4.033496161898098
9639,Monero,2018-04-30,256.02,-4.8700000000000045,-1.866687109509757
9640,Monero,2018-05-01,241.46,-14.559999999999974,-5.687055698773524
9641,Monero,2018-05-02,239.335,-2.125,-0.880062950385152
9642,Monero,2018-05-03,250.03,10.694999999999993,4.46863183404016
9643,Monero,2018-05-04,244.975,-5.055000000000007,-2.02175738911331
9644,Monero,2018-05-05,241.95,-3.0250000000000057,-1.2348198795795517
9645,Monero,2018-05-06,241.11,-0.839999999999975,-0.34717916924983383
9646,Monero,2018-05-07,234.92,-6.190000000000026,-2.5672929368338204
9647,Monero,2018-05-08,232.84,-2.079999999999984,-0.8854077983994513
9648,Monero,2018-05-09,222.52,-10.319999999999993,-4.432228139494931
9649,Monero,2018-05-10,227.14,4.619999999999976,2.0762178680567844
9650,Monero,2018-05-11,216.98,-10.159999999999997,-4.473012239147655
9651,Monero,2018-05-12,196.84,-20.139999999999986,-9.281961471103317
9652,Monero,2018-05-13,201.07,4.22999999999999,2.148953464742931
9653,Monero,2018-05-14,207.535,6.465000000000003,3.2152981548714488
9654,Monero,2018-05-15,212.91,5.375,2.589924591032844
9655,Monero,2018-05-16,202.78,-10.129999999999995,-4.757878915973879
9656,Monero,2018-05-17,198.76,-4.02000000000001,-1.9824440280106548
9657,Monero,2018-05-18,190.18,-8.579999999999984,-4.31676393640571
9658,Monero,2018-05-19,203.575,13.394999999999982,7.043327374066655
9659,Monero,2018-05-20,197.34,-6.234999999999985,-3.0627532850300843
9660,Monero,2018-05-21,203.6,6.259999999999991,3.1721901287118603
9661,Monero,2018-05-22,198.09,-5.509999999999991,-2.706286836935168
9662,Monero,2018-05-23,175.225,-22.86500000000001,-11.542733101115655
9663,Monero,2018-05-24,170.97,-4.2549999999999955,-2.4283064631188456
9664,Monero,2018-05-25,171.12,0.15000000000000568,0.08773469029654812
9665,Monero,2018-05-26,164.45,-6.670000000000016,-3.897849462365599
9666,Monero,2018-05-27,164.6,0.15000000000000568,0.09121313469140357
9667,Monero,2018-05-28,166.14,1.539999999999992,0.9356014580801819
9668,Monero,2018-05-29,149.71,-16.42999999999998,-9.889250030095088
9669,Monero,2018-05-30,157.49,7.780000000000001,5.196713646383011
9670,Monero,2018-05-31,154.48,-3.0100000000000193,-1.911232459203771
9671,Monero,2018-06-01,155.33,0.8500000000000227,0.550233039875736
9672,Monero,2018-06-02,157.52,2.1899999999999977,1.4099015000321957
9673,Monero,2018-06-03,162.3,4.780000000000001,3.0345352971051343
9674,Monero,2018-06-04,169.02,6.719999999999999,4.140480591497231
9675,Monero,2018-06-05,159.68,-9.340000000000003,-5.525973257602656
9676,Monero,2018-06-06,167.23,7.549999999999983,4.728206412825631
9677,Monero,2018-06-07,164.56,-2.6699999999999875,-1.5966034802367912
9678,Monero,2018-06-08,163.8,-0.7599999999999909,-0.4618376276130265
9679,Monero,2018-06-09,158.4,-5.400000000000006,-3.296703296703296
9680,Monero,2018-06-10,154.4,-4.0,-2.5252525252525304
9681,Monero,2018-06-11,139.53,-14.870000000000005,-9.630829015544041
9682,Monero,2018-06-12,137.99,-1.539999999999992,-1.103705296352031
9683,Monero,2018-06-13,124.84,-13.150000000000006,-9.529676063482862
9684,Monero,2018-06-14,121.61,-3.230000000000004,-2.5873117590515915
9685,Monero,2018-06-15,132.85,11.239999999999995,9.242660965381134
9686,Monero,2018-06-16,121.69,-11.159999999999997,-8.40045163718479
9687,Monero,2018-06-17,126.6,4.909999999999997,4.034842632919711
9688,Monero,2018-06-18,123.2,-3.3999999999999915,-2.6856240126382214
9689,Monero,2018-06-19,126.925,3.7249999999999943,3.023538961038952
9690,Monero,2018-06-20,126.17,-0.7549999999999955,-0.594839472129205
9691,Monero,2018-06-21,122.5,-3.6700000000000017,-2.9087738765158133
9692,Monero,2018-06-22,123.31,0.8100000000000023,0.6612244897959307
9693,Monero,2018-06-23,110.25,-13.060000000000002,-10.591192928391857
9694,Monero,2018-06-24,114.82,4.569999999999993,4.145124716553283
9695,Monero,2018-06-25,121.1,6.280000000000001,5.469430412820064
9696,Monero,2018-06-26,126.81,5.710000000000008,4.715111478117273
9697,Monero,2018-06-27,119.89,-6.920000000000002,-5.4569828877848785
9698,Monero,2018-06-28,128.63,8.739999999999995,7.2900158478605315
9699,Monero,2018-06-29,116.36,-12.269999999999996,-9.538987794449195
9700,Monero,2018-06-30,126.5,10.14,8.71433482296322
9701,Monero,2018-07-01,131.03,4.530000000000001,3.5810276679841824
9702,Monero,2018-07-02,130.32,-0.710000000000008,-0.5418606426009331
9703,Monero,2018-07-03,140.87,10.550000000000011,8.095457335788847
9704,Monero,2018-07-04,138.63,-2.240000000000009,-1.590118549016828
9705,Monero,2018-07-05,138.99,0.36000000000001364,0.2596840510711962
9706,Monero,2018-07-06,137.67,-1.3200000000000216,-0.9497086121303844
9707,Monero,2018-07-07,132.91,-4.759999999999991,-3.457543400886176
9708,Monero,2018-07-08,134.25,1.3400000000000034,1.0082010382965967
9709,Monero,2018-07-09,137.62,3.3700000000000045,2.510242085661085
9710,Monero,2018-07-10,135.0,-2.6200000000000045,-1.9037930533352787
9711,Monero,2018-07-11,120.9,-14.099999999999994,-10.444444444444445
9712,Monero,2018-07-12,124.79,3.8900000000000006,3.2175351530190133
9713,Monero,2018-07-13,120.59,-4.200000000000003,-3.365654299222698
9714,Monero,2018-07-14,121.64,1.0499999999999972,0.870718965088324
9715,Monero,2018-07-15,123.0,1.3599999999999994,1.1180532719500258
9716,Monero,2018-07-16,124.01,1.0100000000000051,0.821138211382122
9717,Monero,2018-07-17,134.96,10.950000000000003,8.829933069913709
9718,Monero,2018-07-18,143.89,8.929999999999978,6.616775340841707
9719,Monero,2018-07-19,139.53,-4.359999999999985,-3.0300924317186673
9720,Monero,2018-07-20,139.25,-0.28000000000000114,-0.20067369024582282
9721,Monero,2018-07-21,129.93,-9.319999999999993,-6.692998204667855
9722,Monero,2018-07-22,132.02,2.0900000000000034,1.6085584545524556
9723,Monero,2018-07-23,128.18,-3.8400000000000034,-2.9086502045144735
9724,Monero,2018-07-24,133.59,5.409999999999997,4.220627242939612
9725,Monero,2018-07-25,147.36,13.77000000000001,10.307657758814281
9726,Monero,2018-07-26,143.62,-3.740000000000009,-2.538002171552667
9727,Monero,2018-07-27,136.73,-6.890000000000015,-4.797381980225602
9728,Monero,2018-07-28,140.58,3.8500000000000227,2.815768302493993
9729,Monero,2018-07-29,140.4,-0.18000000000000682,-0.1280409731113985
9730,Monero,2018-07-30,135.58,-4.819999999999993,-3.4330484330484246
9731,Monero,2018-07-31,131.765,-3.815000000000026,-2.81383684909281
9732,Monero,2018-08-01,122.02,-9.74499999999999,-7.39574242021781
9733,Monero,2018-08-02,128.2,6.179999999999993,5.0647434846746275
9734,Monero,2018-08-03,122.09,-6.109999999999985,-4.7659906396255725
9735,Monero,2018-08-04,120.19,-1.9000000000000057,-1.5562290113850463
9736,Monero,2018-08-05,113.94,-6.25,-5.200099841916961
9737,Monero,2018-08-06,117.48,3.5400000000000063,3.1068983675618833
9738,Monero,2018-08-07,113.17,-4.310000000000002,-3.6687095675859704
9739,Monero,2018-08-08,107.555,-5.614999999999995,-4.961562251480068
9740,Monero,2018-08-09,94.63,-12.925000000000011,-12.017107526381865
9741,Monero,2018-08-10,100.17,5.540000000000006,5.854380217689958
9742,Monero,2018-08-11,91.533,-8.637,-8.62234201856843
9743,Monero,2018-08-12,93.091,1.5579999999999927,1.7021183616837465
9744,Monero,2018-08-13,92.91,-0.18099999999999739,-0.1944334038736284
9745,Monero,2018-08-14,87.602,-5.307999999999993,-5.713055645248078
9746,Monero,2018-08-15,84.253,-3.3490000000000038,-3.822972078263054
9747,Monero,2018-08-16,89.31,5.057000000000002,6.002160160469061
9748,Monero,2018-08-17,91.1275,1.8174999999999955,2.0350464673608792
9749,Monero,2018-08-18,99.604,8.476500000000001,9.3018024196867
9750,Monero,2018-08-19,97.916,-1.6880000000000024,-1.6947110557808953
9751,Monero,2018-08-20,98.713,0.796999999999997,0.8139629886841693
9752,Monero,2018-08-21,92.38,-6.332999999999998,-6.4155683648556945
9753,Monero,2018-08-22,94.685,2.305000000000007,2.495128815760994
9754,Monero,2018-08-23,89.7065,-4.978499999999997,-5.2579606062206246
9755,Monero,2018-08-24,89.979,0.27249999999999375,0.3037684002831442
9756,Monero,2018-08-25,93.51,3.531000000000006,3.924248991431334
9757,Monero,2018-08-26,92.42,-1.0900000000000034,-1.1656507325419785
9758,Monero,2018-08-27,94.7305,2.3105000000000047,2.5000000000000133
9759,Monero,2018-08-28,105.36,10.629499999999993,11.220778946590592
9760,Monero,2018-08-29,107.44,2.0799999999999983,1.9741837509491322
9761,Monero,2018-08-30,103.56,-3.8799999999999955,-3.6113179448994726
9762,Monero,2018-08-31,103.25,-0.3100000000000023,-0.29934337582078197
9763,Monero,2018-09-01,116.21,12.959999999999994,12.552058111380138
9764,Monero,2018-09-02,121.1,4.890000000000001,4.207899492298428
9765,Monero,2018-09-03,119.945,-1.1550000000000011,-0.9537572254335269
9766,Monero,2018-09-04,134.88,14.935000000000002,12.451540289299267
9767,Monero,2018-09-05,138.18,3.3000000000000114,2.446619217081869
9768,Monero,2018-09-06,114.995,-23.185000000000002,-16.77883919525257
9769,Monero,2018-09-07,117.27,2.2749999999999915,1.978346884647153
9770,Monero,2018-09-08,110.88,-6.390000000000001,-5.448963929393702
9771,Monero,2018-09-09,103.81,-7.069999999999993,-6.376262626262619
9772,Monero,2018-09-10,105.13,1.3199999999999932,1.271553800211911
9773,Monero,2018-09-11,105.72,0.5900000000000034,0.5612099305621676
9774,Monero,2018-09-12,105.16,-0.5600000000000023,-0.529701097237989
9775,Monero,2018-09-13,104.35,-0.8100000000000023,-0.7702548497527606
9776,Monero,2018-09-14,112.29,7.940000000000012,7.609008145663654
9777,Monero,2018-09-15,115.92,3.6299999999999955,3.232701041944952
9778,Monero,2018-09-16,118.6,2.6799999999999926,2.311939268461005
9779,Monero,2018-09-17,117.41,-1.1899999999999977,-1.0033726812816224
9780,Monero,2018-09-18,105.81,-11.599999999999994,-9.87990801464952
9781,Monero,2018-09-19,111.62,5.810000000000002,5.49097438805406
9782,Monero,2018-09-20,109.55,-2.0700000000000074,-1.8545063608672363
9783,Monero,2018-09-21,115.8,6.25,5.705157462345967
9784,Monero,2018-09-22,124.47,8.670000000000002,7.487046632124361
9785,Monero,2018-09-23,122.53,-1.9399999999999977,-1.5586085000401706
9786,Monero,2018-09-24,122.26,-0.269999999999996,-0.22035419897167285
9787,Monero,2018-09-25,115.0,-7.260000000000005,-5.938164567315562
9788,Monero,2018-09-26,116.775,1.7750000000000057,1.5434782608695796
9789,Monero,2018-09-27,114.91,-1.865000000000009,-1.597088417897674
9790,Monero,2018-09-28,119.11,4.200000000000003,3.65503437472805
9791,Monero,2018-09-29,117.16,-1.9500000000000028,-1.6371421375199424
9792,Monero,2018-09-30,114.42,-2.739999999999995,-2.338682144076476
9793,Monero,2018-10-01,115.85,1.4299999999999926,1.2497815067295859
9794,Monero,2018-10-02,114.55,-1.2999999999999972,-1.1221406991799743
9795,Monero,2018-10-03,116.3,1.75,1.5277171540811763
9796,Monero,2018-10-04,114.71,-1.5900000000000034,-1.3671539122957932
9797,Monero,2018-10-05,114.64,-0.06999999999999318,-0.06102345044023405
9798,Monero,2018-10-06,115.6,0.9599999999999937,0.8374040474528943
9799,Monero,2018-10-07,115.23,-0.36999999999999034,-0.32006920415224016
9800,Monero,2018-10-08,113.72,-1.5100000000000051,-1.3104226329948787
9801,Monero,2018-10-09,113.52,-0.20000000000000284,-0.17587055926837625
9802,Monero,2018-10-10,113.92,0.4000000000000057,0.35236081747709314
9803,Monero,2018-10-11,115.27,1.3499999999999943,1.18504213483146
9804,Monero,2018-10-12,100.96,-14.310000000000002,-12.414331569358893
9805,Monero,2018-10-13,101.6,0.6400000000000006,0.6339144215530945
9806,Monero,2018-10-14,104.03,2.430000000000007,2.391732283464565
9807,Monero,2018-10-15,99.96,-4.070000000000007,-3.912332980870914
9808,Monero,2018-10-16,110.11,10.150000000000006,10.154061624649868
9809,Monero,2018-10-17,111.75,1.6400000000000006,1.4894196712378571
9810,Monero,2018-10-18,109.53,-2.219999999999999,-1.986577181208049
9811,Monero,2018-10-19,102.15,-7.3799999999999955,-6.737880032867705
9812,Monero,2018-10-20,105.98,3.8299999999999983,3.7493881546744934
9813,Monero,2018-10-21,106.0,0.01999999999999602,0.018871485185889547
9814,Monero,2018-10-22,107.04,1.0400000000000063,0.9811320754717023
9815,Monero,2018-10-23,108.0,0.9599999999999937,0.8968609865470878
9816,Monero,2018-10-24,110.18,2.180000000000007,2.0185185185185306
9817,Monero,2018-10-25,108.31,-1.8700000000000045,-1.6972227264476336
9818,Monero,2018-10-26,107.79,-0.519999999999996,-0.4801034068876331
9819,Monero,2018-10-27,105.165,-2.625,-2.4352908433064258
9820,Monero,2018-10-28,104.65,-0.5150000000000006,-0.4897066514524817
9821,Monero,2018-10-29,105.26,0.6099999999999994,0.5828953655040658
9822,Monero,2018-10-30,101.87,-3.3900000000000006,-3.2205966178985412
9823,Monero,2018-10-31,103.42,1.5499999999999972,1.5215470697948374
9824,Monero,2018-11-01,105.5,2.0799999999999983,2.011216399149096
9825,Monero,2018-11-02,104.93,-0.5699999999999932,-0.540284360189569
9826,Monero,2018-11-03,106.015,1.0849999999999937,1.0340226817878495
9827,Monero,2018-11-04,107.32,1.3049999999999926,1.2309578833183954
9828,Monero,2018-11-05,113.52,6.200000000000003,5.777115169586278
9829,Monero,2018-11-06,112.495,-1.0249999999999915,-0.9029245947850484
9830,Monero,2018-11-07,113.78,1.2849999999999966,1.1422729899106532
9831,Monero,2018-11-08,112.325,-1.4549999999999983,-1.278783617507473
9832,Monero,2018-11-09,108.705,-3.6200000000000045,-3.2227910082350375
9833,Monero,2018-11-10,106.93,-1.7749999999999915,-1.6328595740766172
9834,Monero,2018-11-11,105.43,-1.5,-1.402786869914896
9835,Monero,2018-11-12,107.1167,1.6866999999999877,1.599829270606068
9836,Monero,2018-11-13,106.49,-0.6266999999999996,-0.5850628333397112
9837,Monero,2018-11-14,106.77,0.28000000000000114,0.2629354869001732
9838,Monero,2018-11-15,93.5455,-13.224499999999992,-12.385969841715827
9839,Monero,2018-11-16,90.11,-3.4355000000000047,-3.6725443768006016
9840,Monero,2018-11-17,88.02,-2.0900000000000034,-2.319387415381202
9841,Monero,2018-11-18,89.335,1.3149999999999977,1.4939786412178968
9842,Monero,2018-11-19,89.365,0.030000000000001137,0.033581463032406056
9843,Monero,2018-11-20,73.5985,-15.766499999999994,-17.642813181894468
9844,Monero,2018-11-21,67.06,-6.538499999999999,-8.884012581778155
9845,Monero,2018-11-22,69.721,2.6610000000000014,3.9680882791530037
9846,Monero,2018-11-23,65.971,-3.75,-5.378580341647421
9847,Monero,2018-11-24,67.949,1.9779999999999944,2.9982871261614807
9848,Monero,2018-11-25,58.5467,-9.402299999999997,-13.837289732004887
9849,Monero,2018-11-26,59.267,0.7203000000000017,1.2302999144272908
9850,Monero,2018-11-27,54.379,-4.888000000000005,-8.247422680412376
9851,Monero,2018-11-28,58.406,4.027000000000001,7.405432244064802
9852,Monero,2018-11-29,63.672,5.265999999999998,9.016196966065127
9853,Monero,2018-11-30,61.5437,-2.128299999999996,-3.342599572810645
9854,Monero,2018-12-01,58.4195,-3.124200000000002,-5.0763928720567675
9855,Monero,2018-12-02,59.9605,1.541000000000004,2.63781785191588
9856,Monero,2018-12-03,59.35,-0.6105000000000018,-1.0181702954445093
9857,Monero,2018-12-04,54.574,-4.776000000000003,-8.047177759056446
9858,Monero,2018-12-05,57.2165,2.6425000000000054,4.842049327518616
9859,Monero,2018-12-06,52.0315,-5.185000000000002,-9.062071255669258
9860,Monero,2018-12-07,46.3333,-5.6982,-10.951442875950146
9861,Monero,2018-12-08,46.9245,0.5912000000000006,1.2759721409871583
9862,Monero,2018-12-09,45.1545,-1.7700000000000031,-3.7720167503116797
9863,Monero,2018-12-10,47.2103,2.055799999999998,4.552813119401167
9864,Monero,2018-12-11,44.4405,-2.7697999999999965,-5.866940053335812
9865,Monero,2018-12-12,42.4385,-2.0020000000000024,-4.504899809858132
9866,Monero,2018-12-13,43.961,1.5225000000000009,3.5875443288523323
9867,Monero,2018-12-14,41.2735,-2.6875,-6.11337321716976
9868,Monero,2018-12-15,38.745,-2.528500000000001,-6.126206888197028
9869,Monero,2018-12-16,39.01,0.26500000000000057,0.6839592205445832
9870,Monero,2018-12-17,39.432,0.42200000000000415,1.081773904127159
9871,Monero,2018-12-18,44.024,4.591999999999999,11.645364171231476
9872,Monero,2018-12-19,47.1233,3.0992999999999995,7.040023623478109
9873,Monero,2018-12-20,45.9135,-1.2098000000000013,-2.5673074678556063
9874,Monero,2018-12-21,54.8573,8.943800000000003,19.479673734304725
9875,Monero,2018-12-22,51.974,-2.8833000000000055,-5.256000568748376
9876,Monero,2018-12-23,52.0965,0.12250000000000227,0.23569477046216925
9877,Monero,2018-12-24,53.085,0.9885000000000019,1.8974403270853202
9878,Monero,2018-12-25,56.3405,3.255499999999998,6.13261750023546
9879,Monero,2018-12-26,50.592,-5.7485,-10.20313983723964
9880,Monero,2018-12-27,48.28,-2.3119999999999976,-4.5698924731182755
9881,Monero,2018-12-28,45.17,-3.1099999999999994,-6.441590720795354
9882,Monero,2018-12-29,50.2875,5.1175,11.329422182864723
9883,Monero,2018-12-30,48.0885,-2.198999999999998,-4.372856077554054
9884,Monero,2018-12-31,48.8935,0.8049999999999997,1.6739969015461043
9885,Monero,2019-01-01,47.112,-1.7815000000000012,-3.6436336118297996
9886,Monero,2019-01-02,48.9685,1.856499999999997,3.9406096111394007
9887,Monero,2019-01-03,53.993,5.024500000000003,10.260677782656202
9888,Monero,2019-01-04,50.0625,-3.930500000000002,-7.279647361695041
9889,Monero,2019-01-05,50.9335,0.8710000000000022,1.7398252184769092
9890,Monero,2019-01-06,50.583,-0.3505000000000038,-0.68815219845485
9891,Monero,2019-01-07,56.343,5.760000000000005,11.387224957001374
9892,Monero,2019-01-08,54.189,-2.1540000000000035,-3.823012619136368
9893,Monero,2019-01-09,54.051,-0.13799999999999812,-0.2546642307479363
9894,Monero,2019-01-10,53.331,-0.7199999999999989,-1.332075262252319
9895,Monero,2019-01-11,45.813,-7.518000000000001,-14.09686673791979
9896,Monero,2019-01-12,45.5525,-0.2605000000000004,-0.5686158950516274
9897,Monero,2019-01-13,45.556,0.0034999999999953957,0.007683442182093714
9898,Monero,2019-01-14,43.513,-2.0429999999999993,-4.484590394240051
9899,Monero,2019-01-15,46.476,2.963000000000001,6.809459242065596
9900,Monero,2019-01-16,44.63,-1.8459999999999965,-3.9719425079610904
9901,Monero,2019-01-17,46.566,1.936,4.33788931212189
9902,Monero,2019-01-18,45.503,-1.0630000000000024,-2.2827814285100723
9903,Monero,2019-01-19,44.8573,-0.6456999999999979,-1.419027316880206
9904,Monero,2019-01-20,45.9305,1.0732,2.3924756951488435
9905,Monero,2019-01-21,43.745,-2.1855000000000047,-4.758276091050617
9906,Monero,2019-01-22,44.3375,0.5925000000000011,1.354440507486565
9907,Monero,2019-01-23,45.61,1.2725000000000009,2.870031012122931
9908,Monero,2019-01-24,44.54,-1.0700000000000003,-2.345976759482571
9909,Monero,2019-01-25,46.094,1.554000000000002,3.488998652896269
9910,Monero,2019-01-26,47.0025,0.9084999999999965,1.9709723608278606
